Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Year,Incidence_Rate,POPULATION DENSITY
Acholi,Nwoya District,30.0,38.0,68.0,20537.0,11737.0,32274.0,22689.0,8819.0,31508.0,12403.0,9686.0,22089.0,15861.0,14750.0,30611.0,27.0,36.0,63.0,19755.0,11378.0,31133.0,21053.0,8226.0,29279.0,15350.0,14313.0,29663.0,12078.0,9429.0,21507.0,111645.0,25.0,33.0,58.0,19673.0,11335.0,31008.0,20833.0,8106.0,28939.0,15247.0,14204.0,29451.0,12019.0,9360.0,21379.0,1003.0,2037.0,3040.0,55659.0,45030.0,100689.0,15891.0,14788.0,30679.0,4679.0,180449.3616,38.56579644,2.6351,32.0028,2020,618.7054307650153,38.565796452233386
West Nile,Obongi District,15.0,23.0,38.0,27900.0,17780.0,45680.0,26519.0,9544.0,36063.0,14579.0,12838.0,27417.0,19878.0,19466.0,39344.0,6.0,10.0,16.0,22585.0,15203.0,37788.0,16026.0,5678.0,21704.0,15664.0,15268.0,30932.0,12771.0,11620.0,24391.0,114831.0,5.0,10.0,15.0,21970.0,14854.0,36824.0,15354.0,5433.0,20787.0,15276.0,14933.0,30209.0,12415.0,11291.0,23706.0,409.0,917.0,1326.0,69013.0,59651.0,128664.0,19893.0,19489.0,39382.0,837.0,88471.6827,105.7009351,3.4335,31.5827,2020,1297.940725162674,105.70093512544804
Acholi,Omoro District,12.0,7.0,19.0,35135.0,17696.0,52831.0,32071.0,10305.0,42376.0,16501.0,12523.0,29024.0,17472.0,15967.0,33439.0,9.0,6.0,15.0,34872.0,17606.0,52478.0,32076.0,10296.0,42372.0,17346.0,15839.0,33185.0,16283.0,12434.0,28717.0,156767.0,9.0,5.0,14.0,34662.0,17523.0,52185.0,31508.0,10227.0,41735.0,17230.0,15705.0,32935.0,16480.0,12381.0,28861.0,1549.0,2836.0,4385.0,83719.0,56498.0,140217.0,17484.0,15974.0,33458.0,1483.0,178645.0953,120.4619658,2.7152,32.492,2020,877.5331880046305,120.46196581254213
Lango,Otuke District,5.0,14.0,19.0,8407.0,4530.0,12937.0,10232.0,3543.0,13775.0,4194.0,3409.0,7603.0,5235.0,4833.0,10068.0,2.0,2.0,4.0,8406.0,4530.0,12936.0,10232.0,3547.0,13779.0,5235.0,4833.0,10068.0,4194.0,3409.0,7603.0,44390.0,2.0,2.0,4.0,8406.0,4529.0,12935.0,10232.0,3545.0,13777.0,5234.0,4833.0,10067.0,4184.0,3409.0,7593.0,252.0,402.0,654.0,22838.0,16329.0,39167.0,5240.0,4847.0,10087.0,1549.0,135345.6394,87.37613907,2.5214,33.3486,2020,327.97510283142526,87.37613905745641
Lango,Oyam District,111.0,101.0,212.0,47484.0,21277.0,68761.0,58336.0,22338.0,80674.0,21414.0,15366.0,36780.0,23436.0,21213.0,44649.0,110.0,99.0,209.0,46799.0,20762.0,67561.0,54394.0,21878.0,76272.0,23144.0,20977.0,44121.0,20971.0,15020.0,35991.0,224154.0,110.0,99.0,209.0,46516.0,20656.0,67172.0,54063.0,21872.0,75935.0,23016.0,21139.0,44155.0,20850.0,14940.0,35790.0,4581.0,8602.0,13183.0,127345.0,80295.0,207640.0,23547.0,21314.0,44861.0,2196.0,437457.3758,199.2064553,2.2776,32.4467,2020,512.4019216502601,199.2064552823315
Acholi,Pader District,22.0,20.0,42.0,55716.0,30917.0,86633.0,45450.0,16975.0,62425.0,24776.0,19237.0,44013.0,24930.0,23090.0,48020.0,19.0,97.0,116.0,54124.0,30080.0,84204.0,42651.0,15904.0,58555.0,24068.0,22320.0,46388.0,24003.0,18747.0,42750.0,232013.0,25.0,23.0,48.0,53669.0,29793.0,83462.0,43527.0,15703.0,59230.0,23916.0,22250.0,46166.0,23909.0,18598.0,42507.0,1403.0,2538.0,3941.0,125964.0,90239.0,216203.0,24952.0,23110.0,48062.0,3326.0,213044.9404,64.0544018,2.9431,32.8084,2020,1089.0331380993455,64.05440180396873
West Nile,Pakwach District,47.0,40.0,87.0,22182.0,11081.0,33263.0,23289.0,9377.0,32666.0,12733.0,9599.0,22332.0,14909.0,14627.0,29536.0,47.0,39.0,86.0,22180.0,11072.0,33252.0,23203.0,9365.0,32568.0,15094.0,14605.0,29699.0,12715.0,9587.0,22302.0,117907.0,47.0,39.0,86.0,21397.0,10686.0,32083.0,22517.0,9224.0,31741.0,14780.0,14276.0,29056.0,12244.0,9252.0,21496.0,894.0,2172.0,3066.0,58251.0,44724.0,102975.0,14956.0,14667.0,29623.0,877.0,185796.111,211.8541744,2.4738,31.3999,2020,634.6042409897374,211.85417445838084
Bukedi,Pallisa District,3.0,2.0,5.0,5855.0,3523.0,9378.0,8459.0,3573.0,12032.0,3865.0,3128.0,6993.0,6137.0,5840.0,11977.0,1.0,2.0,3.0,5783.0,3472.0,9255.0,8294.0,3498.0,11792.0,5899.0,5631.0,11530.0,3814.0,3106.0,6920.0,39500.0,1.0,2.0,3.0,5612.0,3373.0,8985.0,8019.0,3370.0,11389.0,5806.0,5510.0,11316.0,3717.0,3005.0,6722.0,369.0,558.0,927.0,18182.0,16066.0,34248.0,6140.0,5842.0,11982.0,796.0,309460.347,388.7692802,1.2009,33.7071,2020,127.64155531694016,388.7692801507538
South Central,Rakai District,4.0,1.0,5.0,20593.0,15703.0,36296.0,22016.0,12983.0,34999.0,10916.0,9323.0,20239.0,8376.0,7930.0,16306.0,4.0,1.0,5.0,20427.0,15643.0,36070.0,21748.0,12892.0,34640.0,8281.0,7854.0,16135.0,10838.0,9277.0,20115.0,106965.0,4.0,1.0,5.0,20166.0,15454.0,35620.0,21579.0,12761.0,34340.0,8238.0,7795.0,16033.0,10711.0,9181.0,19892.0,360.0,853.0,1213.0,53529.0,45940.0,99469.0,8380.0,7931.0,16311.0,1528.0,316915.772,207.4056099,0.7083,31.3542,2020,337.51870197233353,207.40560994764397
Kigezi,Rubanda District,1.0,0.0,1.0,159.0,256.0,415.0,673.0,1609.0,2282.0,53.0,42.0,95.0,64.0,67.0,131.0,1.0,0.0,1.0,149.0,251.0,400.0,654.0,1575.0,2229.0,51.0,53.0,104.0,47.0,36.0,83.0,2817.0,1.0,0.0,1.0,145.0,250.0,395.0,646.0,1548.0,2194.0,50.0,51.0,101.0,45.0,36.0,81.0,6.0,16.0,22.0,886.0,1974.0,2860.0,65.0,67.0,132.0,660.0,226928.4991,343.8310592,1.1517,29.8352,2020,12.413601690277957,343.8310592424242
Ankole,Rubirizi District,1.0,1.0,2.0,3738.0,3026.0,6764.0,5323.0,3353.0,8676.0,1871.0,1577.0,3448.0,1576.0,1479.0,3055.0,1.0,1.0,2.0,3664.0,2989.0,6653.0,5158.0,3273.0,8431.0,1531.0,1410.0,2941.0,1818.0,1550.0,3368.0,21395.0,2.0,1.0,3.0,3574.0,2902.0,6476.0,4969.0,3131.0,8100.0,1488.0,1380.0,2868.0,1762.0,1505.0,3267.0,70.0,193.0,263.0,10933.0,9436.0,20369.0,1577.0,1480.0,3057.0,1096.0,151338.3709,138.0824552,0.2642,30.1084,2020,141.3719460092325,138.08245520072992
Kigezi,Rukiga District,0.0,0.0,0.0,135.0,177.0,312.0,481.0,625.0,1106.0,44.0,100.0,144.0,63.0,58.0,121.0,0.0,0.0,0.0,121.0,141.0,262.0,453.0,589.0,1042.0,58.0,49.0,107.0,44.0,48.0,92.0,1503.0,0.0,0.0,0.0,108.0,127.0,235.0,399.0,547.0,946.0,50.0,41.0,91.0,41.0,43.0,84.0,4.0,10.0,14.0,660.0,960.0,1620.0,63.0,58.0,121.0,426.0,118659.0444,278.5423578,1.1326,30.0434,2020,12.666543941929808,278.54235774647884
Kigezi,Rukungiri District,15.0,5.0,20.0,8226.0,6970.0,15196.0,12978.0,9354.0,22332.0,3648.0,3161.0,6809.0,3991.0,3480.0,7471.0,10.0,2.0,12.0,7713.0,6617.0,14330.0,11561.0,8525.0,20086.0,3514.0,3033.0,6547.0,3444.0,2972.0,6416.0,47391.0,10.0,2.0,12.0,7494.0,6430.0,13924.0,11240.0,8340.0,19580.0,3385.0,2924.0,6309.0,3341.0,2908.0,6249.0,139.0,408.0,547.0,24867.0,22970.0,47837.0,4006.0,3485.0,7491.0,1381.0,350222.7174,253.6008091,0.7518,29.9278,2020,135.31675030056172,253.60080912382332
Ankole,Rwampara District,10.0,2.0,12.0,778.0,592.0,1370.0,2522.0,1661.0,4183.0,303.0,267.0,570.0,351.0,345.0,696.0,0.0,0.0,0.0,584.0,490.0,1074.0,1936.0,1355.0,3291.0,208.0,221.0,429.0,228.0,180.0,408.0,5202.0,0.0,0.0,0.0,552.0,466.0,1018.0,1813.0,1283.0,3096.0,182.0,204.0,386.0,219.0,167.0,386.0,2.0,15.0,17.0,3613.0,2867.0,6480.0,361.0,347.0,708.0,542.0,147832.5836,272.7538444,0.7476,30.482,2020,35.18845354198355,272.7538442804428
South Central,Sembabule District,22.0,19.0,41.0,8039.0,6576.0,14615.0,13132.0,9118.0,22250.0,4919.0,4397.0,9316.0,5315.0,4903.0,10218.0,21.0,24.0,45.0,7906.0,6478.0,14384.0,12855.0,8995.0,21850.0,5201.0,4815.0,10016.0,4820.0,4322.0,9142.0,55437.0,21.0,15.0,36.0,7867.0,6426.0,14293.0,12547.0,8677.0,21224.0,5125.0,4767.0,9892.0,4801.0,4302.0,9103.0,312.0,767.0,1079.0,26112.0,25013.0,51125.0,5337.0,4922.0,10259.0,2317.0,283386.681,122.3075878,0.0638,31.3542,2020,195.62316691940794,122.30758782908933
Teso,Serere District,7.0,12.0,19.0,10113.0,5025.0,15138.0,11007.0,3994.0,15001.0,4681.0,3931.0,8612.0,3748.0,3639.0,7387.0,3.0,8.0,11.0,9409.0,4836.0,14245.0,9283.0,3570.0,12853.0,3263.0,3240.0,6503.0,4469.0,3776.0,8245.0,41857.0,4.0,8.0,12.0,12209.0,4603.0,16812.0,8980.0,3320.0,12300.0,3184.0,3156.0,6340.0,4310.0,3618.0,7928.0,477.0,839.0,1316.0,25808.0,16601.0,42409.0,3755.0,3651.0,7406.0,1495.0,327270.4649,218.9100099,1.4994,33.549,2020,127.89727301786836,218.9100099665552
Ankole,Sheema District,0.0,0.0,0.0,596.0,578.0,1174.0,1552.0,1234.0,2786.0,256.0,226.0,482.0,285.0,298.0,583.0,0.0,0.0,0.0,398.0,438.0,836.0,1059.0,827.0,1886.0,158.0,184.0,342.0,157.0,135.0,292.0,3356.0,0.0,0.0,0.0,376.0,427.0,803.0,1022.0,800.0,1822.0,153.0,178.0,331.0,155.0,131.0,286.0,3.0,24.0,27.0,2404.0,2336.0,4740.0,285.0,298.0,583.0,327.0,233238.5217,713.2676504,0.5515,30.3897,2020,14.38870378503175,713.2676504587156
Bugisu,Sironko District,9.0,9.0,18.0,8466.0,5230.0,13696.0,19035.0,9616.0,28651.0,4219.0,3269.0,7488.0,5712.0,4811.0,10523.0,3.0,7.0,10.0,7559.0,4766.0,12325.0,15951.0,8198.0,24149.0,4838.0,4080.0,8918.0,3852.0,2975.0,6827.0,52229.0,9.0,9.0,18.0,7854.0,4979.0,12833.0,17315.0,8969.0,26284.0,5118.0,4303.0,9421.0,3989.0,3064.0,7053.0,362.0,1156.0,1518.0,31729.0,22935.0,54664.0,5721.0,4820.0,10541.0,383.0,274583.9034,716.9292517,1.2302,34.2491,2020,190.2114412144379,716.9292516971279
Teso,Soroti City,19.0,14.0,33.0,13316.0,6696.0,20012.0,25533.0,10317.0,35850.0,5652.0,4353.0,10005.0,6966.0,6365.0,13331.0,8.0,7.0,15.0,12772.0,6590.0,19362.0,23556.0,9750.0,33306.0,6564.0,6034.0,12598.0,5586.0,4182.0,9768.0,75049.0,10.0,6.0,16.0,12506.0,6419.0,18925.0,22839.0,9387.0,32226.0,6453.0,5896.0,12349.0,5421.0,4046.0,9467.0,357.0,939.0,1296.0,44520.0,27745.0,72265.0,6985.0,6379.0,13364.0,205.0,118583.9257,578.4581743,0.0,0.0,2020,632.8766698942231,578.4581741463415
Teso,Soroti District,37.0,31.0,68.0,18872.0,8274.0,27146.0,22764.0,7357.0,30121.0,9626.0,7046.0,16672.0,10124.0,9320.0,19444.0,31.0,28.0,59.0,18489.0,7997.0,26486.0,21831.0,7011.0,28842.0,9942.0,9182.0,19124.0,9345.0,6828.0,16173.0,90684.0,31.0,28.0,59.0,18309.0,7800.0,26109.0,21560.0,6912.0,28472.0,9767.0,8941.0,18708.0,9189.0,6790.0,15979.0,1316.0,2519.0,3835.0,51299.0,32028.0,83327.0,10161.0,9351.0,19512.0,1034.0,236630.7495,228.8498545,1.7229,33.528,2020,383.2299909948939,228.84985444874275
South Central,South Central,495.0,434.0,929.0,138263.0,117522.0,255785.0,211490.0,149101.0,360591.0,83222.0,75833.0,159055.0,80947.0,77642.0,158589.0,322.0,286.0,608.0,126121.0,107816.0,233937.0,184264.0,127859.0,312123.0,70252.0,66132.0,136384.0,75081.0,68606.0,143687.0,826739.0,328.0,290.0,618.0,124285.0,106149.0,230434.0,179438.0,126240.0,305678.0,69302.0,65626.0,134928.0,74092.0,67450.0,141542.0,3622.0,14205.0,17827.0,433470.0,420532.0,854002.0,81442.0,78076.0,159518.0,0.0,0.0,0.0,0.0,0.0,2020,0.0,0.0
West Nile,Terego District,19.0,16.0,35.0,51247.0,31804.0,83051.0,56925.0,18635.0,75560.0,31344.0,24376.0,55720.0,36190.0,34894.0,71084.0,18.0,13.0,31.0,42149.0,26099.0,68248.0,45395.0,15017.0,60412.0,29788.0,28387.0,58175.0,25877.0,19063.0,44940.0,231806.0,17.0,15.0,32.0,46589.0,28860.0,75449.0,49620.0,16243.0,65863.0,40008.0,31893.0,71901.0,28828.0,21631.0,50459.0,1567.0,4516.0,6083.0,139535.0,109725.0,249260.0,36209.0,34910.0,71119.0,1200.0,266398.0692,221.998391,3.171,31.1252,2020,870.1489492627298,221.99839100000003
Teso,Teso,215.0,190.0,405.0,190836.0,98053.0,288889.0,235009.0,91547.0,326556.0,96129.0,71847.0,167976.0,102409.0,93878.0,196287.0,169.0,157.0,326.0,195000.0,92809.0,287809.0,227771.0,88821.0,316592.0,99847.0,91759.0,191606.0,94942.0,71083.0,166025.0,962358.0,168.0,155.0,323.0,185948.0,89686.0,275634.0,220700.0,86053.0,306753.0,97100.0,89258.0,186358.0,92229.0,68748.0,160977.0,10325.0,21674.0,31999.0,522189.0,355515.0,877704.0,102624.0,94068.0,196692.0,11650.0,2181797.639,187.2787673,1.7159,33.6111,2020,441.0849030165258,187.27876729613735
Tooro,Tooro,299.0,252.0,551.0,141688.0,98972.0,240660.0,213366.0,122470.0,335836.0,73619.0,60715.0,134334.0,81921.0,81978.0,163899.0,237.0,196.0,433.0,122426.0,92336.0,214762.0,183766.0,112322.0,296088.0,75343.0,68645.0,143988.0,68955.0,56984.0,125939.0,781210.0,223.0,240.0,463.0,123548.0,92411.0,215959.0,183074.0,111598.0,294672.0,73465.0,105061.0,178526.0,68346.0,56204.0,124550.0,4086.0,12468.0,16554.0,428972.0,364387.0,793359.0,82220.0,82230.0,164450.0,8383.0,1906583.285,227.4344846,0.3886,30.3436,2020,409.7434432296516,227.4344846713587
Bukedi,Tororo District,18.0,11.0,29.0,11929.0,7362.0,19291.0,19497.0,9473.0,28970.0,6395.0,4998.0,11393.0,8814.0,7682.0,16496.0,18.0,10.0,28.0,11354.0,6975.0,18329.0,18078.0,8802.0,26880.0,8294.0,7241.0,15535.0,6027.0,4745.0,10772.0,71544.0,16.0,23.0,39.0,11119.0,6761.0,17880.0,17696.0,8479.0,26175.0,8165.0,7095.0,15260.0,5940.0,4688.0,10628.0,452.0,851.0,1303.0,37839.0,29526.0,67365.0,8832.0,7693.0,16525.0,4504.0,2162302.077,480.0848305,0.3886,30.3436,2020,33.08695892262235,480.08483059502663
South Central,Wakiso District,331.0,308.0,639.0,37127.0,31791.0,68918.0,78427.0,60878.0,139305.0,25218.0,23359.0,48577.0,29497.0,28045.0,57542.0,180.0,172.0,352.0,27802.0,24049.0,51851.0,59129.0,40753.0,99882.0,21357.0,18955.0,40312.0,18385.0,17245.0,35630.0,228027.0,193.0,188.0,381.0,27808.0,23854.0,51662.0,56741.0,43767.0,100508.0,21132.0,19230.0,40362.0,18394.0,16974.0,35368.0,1091.0,6914.0,8005.0,141103.0,144381.0,285484.0,29828.0,28353.0,58181.0,1884.0,2753785.676,1461.669679,0.063,32.4467,2020,82.80491905645312,1461.6696794055201
West Nile,West Nile,350.0,291.0,641.0,428298.0,269007.0,697305.0,440819.0,174398.0,615217.0,254706.0,205959.0,460665.0,310779.0,298947.0,609726.0,303.0,242.0,545.0,401725.0,252654.0,654379.0,399665.0,158838.0,558503.0,297284.0,282397.0,579681.0,240980.0,193504.0,434484.0,2227592.0,287.0,235.0,522.0,398284.0,250939.0,649223.0,396757.0,157702.0,554459.0,296921.0,2122201.0,2419122.0,239877.0,284072.0,523949.0,14345.0,31525.0,45870.0,1124173.0,948602.0,2072775.0,311129.0,299238.0,610367.0,10757.0,2862911.96,266.1440885,0.0,0.0,2020,778.0860994412136,266.1440885005113
West Nile,Yumbe District,80.0,61.0,141.0,81956.0,51421.0,133377.0,78387.0,30203.0,108590.0,54359.0,45153.0,99512.0,74772.0,70076.0,144848.0,61.0,51.0,112.0,77993.0,49069.0,127062.0,73821.0,28523.0,102344.0,68979.0,68707.0,137686.0,51924.0,42768.0,94692.0,461896.0,57.0,38.0,95.0,77450.0,49220.0,126670.0,73503.0,28272.0,101775.0,68043.0,66283.0,134326.0,51584.0,43861.0,95445.0,2520.0,4706.0,7226.0,214782.0,196914.0,411696.0,74852.0,70137.0,144989.0,2323.0,723635.0354,311.50884,3.4698,31.2483,2020,638.2996640629486,311.50884003443826
West Nile,Zombo District,13.0,12.0,25.0,15694.0,10009.0,25703.0,17793.0,8929.0,26722.0,7823.0,6483.0,14306.0,11862.0,11658.0,23520.0,11.0,10.0,21.0,15361.0,9862.0,25223.0,17279.0,8666.0,25945.0,11876.0,11413.0,23289.0,7725.0,6488.0,14213.0,88691.0,11.0,10.0,21.0,14530.0,9424.0,23954.0,16571.0,8392.0,24963.0,10919.0,10805.0,21724.0,7305.0,6164.0,13469.0,492.0,905.0,0.0,41323.0,37091.0,78414.0,11875.0,11670.0,23545.0,939.0,281289.8136,299.5631668,2.4882,30.8499,2020,315.3011439160057,299.56316677316295
Karamoja,Abim District,2.0,5.0,7.0,13939.0,6695.0,20634.0,15856.0,7109.0,22965.0,7006.0,5270.0,12276.0,15415.0,13468.0,28883.0,2.0,5.0,7.0,13652.0,6564.0,20216.0,15352.0,6805.0,22157.0,14961.0,13081.0,28042.0,6903.0,5160.0,12063.0,82485.0,2.0,4.0,6.0,13325.0,6427.0,19752.0,119726.0,268332.0,388058.0,14589.0,12773.0,27362.0,6710.0,5033.0,11743.0,674.0,1323.0,1997.0,52218.0,32547.0,84765.0,16598.0,13473.0,30071.0,2301.0,132134.7761,57.42493529,2.7067,33.6595,2021,624.2489860320732,57.42493528900478
Acholi,Acholi,368.0,310.0,678.0,246462.0,132169.0,378631.0,228667.0,82226.0,310893.0,112043.0,87522.0,199565.0,131628.0,124808.0,256436.0,234.0,190.0,424.0,235954.0,126860.0,362814.0,207769.0,73865.0,281634.0,124793.0,118285.0,243078.0,106957.0,83803.0,190760.0,1078710.0,225.0,189.0,414.0,235560.0,126902.0,362462.0,1593428.0,3410028.0,5003456.0,126070.0,118347.0,244417.0,106912.0,83896.0,190808.0,8552.0,17185.0,25737.0,719168.0,427035.0,1146203.0,195698.0,125118.0,320816.0,28522.0,1863300.782,65.32854577,0.0,0.0,2021,578.9242458440616,65.32854575415469
West Nile,Adjumani District,24.0,15.0,39.0,63279.0,44827.0,108106.0,60259.0,26891.0,87150.0,37122.0,29949.0,67071.0,45284.0,42358.0,87642.0,12.0,13.0,25.0,61302.0,43442.0,104744.0,56951.0,25619.0,82570.0,43590.0,40939.0,84529.0,35920.0,29501.0,65421.0,337289.0,12.0,12.0,24.0,61216.0,43362.0,104578.0,509104.0,1050410.0,1559514.0,43501.0,40583.0,84084.0,35651.0,28580.0,64231.0,1226.0,3460.0,4686.0,205968.0,144040.0,350008.0,44392.0,42373.0,86765.0,2301.0,132134.7761,57.42493529,3.2549,31.7195,2021,2552.6133994031875,57.42493528900478
Acholi,Agago District,25.0,21.0,46.0,40202.0,20974.0,61176.0,38604.0,11565.0,50169.0,16133.0,12026.0,28159.0,18736.0,17591.0,36327.0,19.0,19.0,38.0,39030.0,20462.0,59492.0,36406.0,11134.0,47540.0,18095.0,17080.0,35175.0,15710.0,11723.0,27433.0,169678.0,18.0,19.0,37.0,38999.0,20410.0,59409.0,244108.0,519974.0,764082.0,18492.0,17124.0,35616.0,15620.0,11751.0,27371.0,1154.0,2459.0,3613.0,113700.0,62177.0,175877.0,35020.0,17612.0,52632.0,3493.0,280860.7314,80.40673672,2.9251,0.0,2021,604.1357193446376,80.40673673060407
Lango,Alebtong District,50.0,32.0,82.0,18176.0,8163.0,26339.0,24600.0,6883.0,31483.0,11431.0,8883.0,20314.0,15520.0,14135.0,29655.0,50.0,32.0,82.0,18108.0,8111.0,26219.0,24420.0,6816.0,31236.0,15491.0,14097.0,29588.0,11399.0,8848.0,20247.0,107372.0,49.0,32.0,81.0,17935.0,8038.0,25973.0,151778.0,325287.0,477065.0,15231.0,13818.0,29049.0,11292.0,8757.0,20049.0,1121.0,2262.0,3383.0,69777.0,38096.0,107873.0,4579.0,14167.0,18746.0,1534.0,265408.4183,173.0172218,2.2914,33.2139,2021,404.5538596241278,173.01722183833118
Lango,Amolatar District,3.0,5.0,8.0,13572.0,8032.0,21604.0,15140.0,6861.0,22001.0,7990.0,7019.0,15009.0,7601.0,7285.0,14886.0,3.0,5.0,8.0,13571.0,8032.0,21603.0,15040.0,6860.0,21900.0,7601.0,7275.0,14876.0,7990.0,7019.0,15009.0,73396.0,3.0,5.0,8.0,13364.0,7951.0,21315.0,102416.0,212663.0,315079.0,7536.0,7213.0,14749.0,7928.0,6953.0,14881.0,430.0,818.0,1248.0,44306.0,29202.0,73508.0,3891.0,7290.0,11181.0,1163.0,175148.6284,150.6007123,1.6054,32.8084,2021,419.0498131243145,150.60071229578674
Karamoja,Amudat District,11.0,3.0,14.0,2942.0,2409.0,5351.0,5239.0,2181.0,7420.0,2678.0,2342.0,5020.0,4487.0,4121.0,8608.0,10.0,1.0,11.0,2753.0,2321.0,5074.0,4664.0,2024.0,6688.0,4294.0,3925.0,8219.0,2608.0,2296.0,4904.0,24896.0,10.0,1.0,11.0,2722.0,2311.0,5033.0,36334.0,84069.0,120403.0,4181.0,3853.0,8034.0,2586.0,2266.0,4852.0,163.0,368.0,531.0,15357.0,11056.0,26413.0,4409.0,4124.0,8533.0,1616.0,167143.8505,103.4306006,1.7916,34.9066,2021,148.94954211911016,103.4306005569307
Teso,Amuria District,25.0,20.0,45.0,19750.0,8627.0,28377.0,19801.0,6933.0,26734.0,8714.0,6137.0,14851.0,7704.0,7397.0,15101.0,23.0,18.0,41.0,19463.0,8566.0,28029.0,19399.0,6857.0,26256.0,7575.0,7288.0,14863.0,8636.0,6107.0,14743.0,83932.0,23.0,18.0,41.0,19209.0,8450.0,27659.0,114612.0,247488.0,362100.0,7498.0,7200.0,14698.0,8536.0,6020.0,14556.0,728.0,1326.0,2054.0,55994.0,29114.0,85108.0,14656.0,7417.0,22073.0,1383.0,228846.53,165.471099,2.0302,33.6428,2021,366.7610778280099,165.47109906001447
Acholi,Amuru District,11.0,11.0,22.0,26380.0,13275.0,39655.0,24407.0,9129.0,33536.0,12013.0,9420.0,21433.0,14648.0,13927.0,28575.0,11.0,10.0,21.0,25422.0,12986.0,38408.0,22529.0,8402.0,30931.0,14178.0,13478.0,27656.0,11757.0,9150.0,20907.0,117923.0,10.0,10.0,20.0,25104.0,12815.0,37919.0,173004.0,368167.0,541171.0,13974.0,13297.0,27271.0,11640.0,9050.0,20690.0,768.0,1352.0,2120.0,77459.0,45762.0,123221.0,21563.0,13938.0,35501.0,3619.0,227475.1853,62.85581245,3.1042,32.0837,2021,518.3994018709345,62.855812462006085
Ankole,Ankole,109.0,81.0,190.0,76663.0,61300.0,137963.0,128784.0,80583.0,209367.0,36623.0,30960.0,67583.0,35235.0,32390.0,67625.0,85.0,58.0,143.0,72597.0,58828.0,131425.0,117923.0,73939.0,191862.0,32967.0,30226.0,63193.0,34958.0,29330.0,64288.0,450911.0,79.0,55.0,134.0,70604.0,57177.0,127781.0,510792.0,1271023.0,1781815.0,32654.0,30019.0,62673.0,34148.0,28677.0,62825.0,1298.0,4247.0,5545.0,277414.0,205314.0,482728.0,43481.0,32471.0,75952.0,15067.0,3378244.568,224.2148117,0.0,0.0,2021,133.47494265844404,224.2148117077056
Lango,Apac District,17.0,9.0,26.0,13082.0,6459.0,19541.0,17579.0,8662.0,26241.0,4359.0,3405.0,7764.0,5179.0,4642.0,9821.0,13.0,6.0,19.0,12835.0,6355.0,19190.0,16973.0,8257.0,25230.0,5038.0,4509.0,9547.0,4299.0,3363.0,7662.0,61648.0,13.0,6.0,19.0,12828.0,6348.0,19176.0,72808.0,179870.0,252678.0,5015.0,4489.0,9504.0,4293.0,3355.0,7648.0,706.0,1518.0,2224.0,40216.0,23177.0,63393.0,14332.0,4651.0,18983.0,1783.0,210267.9759,117.9293191,1.8445,32.4014,2021,293.1877749625496,117.92931906898485
